sex,birth,family,education,job,rich,religion,voting,politics,x,y,location
Жіноча,1989,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Самопоміч,Цікавлюсь,0.03,-0.18,Kyiv
Жіноча,1996,Неодружений/незаміжня,Неповна вища освіта,Охорона здоров'я,< 3 000,Православ'я,Самопоміч,Трохи цікавлюсь,-0.10,-0.08,not_defined
Чоловіча,1984,Неодружений/незаміжня,Середня освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,0.25,-0.53,not_defined
Жіноча,1970,У шлюбі,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",6 000 - 10 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.50,-0.13,Kyiv
Жіноча,1958,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Складно відповісти,Цікавлюсь,-0.20,-0.55,not_defined
Жіноча,1996,Неодружений/незаміжня,Повна вища освіта,Студент,,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,0.10,0.2,not_defined
Жіноча,1998,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Православ'я,Свобода,Дуже цікавлюсь,-0.10,-0.05,not_defined
Жіноча,1980,Інше,Інше,Інше,,Православ'я,Я не голосував,Цікавлюсь,-0.35,0.15,Cherkasy
Чоловіча,1980,,Повна вища освіта,Управлінський персонал,6 000 - 10 000,Православ'я,Самопоміч,Цікавлюсь,-0.18,-0.43,Rivne
Чоловіча,1987,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,3 000 - 6 000,Православ'я,Інша партія,Дуже цікавлюсь,0.08,-0.28,not_defined
Жіноча,,Неодружений/незаміжня,Повна вища освіта,Безробітний,< 3 000,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,-0.15,-0.23,not_defined
Жіноча,1967,Інше,Неповна вища освіта,Охорона здоров'я,3 000 - 6 000,Інше,Інша партія,Цікавлюсь,0.23,-0.4,Odessa
Чоловіча,1968,У шлюбі,Середня освіта,Продажі та послуги,6 000 - 10 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,0.10,-0.05,not_defined
Чоловіча,1989,У шлюбі,Повна вища освіта,"Торгівля, транспорт і логістика",10 000 - 15 000,Православ'я,Народний Фронт,Цікавлюсь,-0.03,-0.23,Kyiv
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,IT-сфера,15 000 - 25 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,-0.10,-0.38,not_defined
Чоловіча,1988,Неодружений/незаміжня,Повна вища освіта,IT-сфера,15 000 - 25 000,Католицизм,Самопоміч,Цікавлюсь,0.58,-0.28,Kyiv
Жіноча,1990,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Православ'я,Батьківщина,Цікавлюсь,0.10,-0.28,not_defined
Чоловіча,1984,У шлюбі,Повна вища освіта,IT-сфера,6 000 - 10 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.43,-0.35,Kyiv
Жіноча,1991,У шлюбі,Повна вища освіта,IT-сфера,10 000 - 15 000,Православ'я,Я не голосував,Цікавлюсь,0.05,-0.23,not_defined
Чоловіча,1975,Інше,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",25 000 - 50 000,Інше,Свобода,Цікавлюсь,-0.08,0.73,Kyiv
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Самопоміч,Дуже цікавлюсь,-0.33,-0.15,Crimea
Жіноча,1989,Неодружений/незаміжня,Повна вища освіта,Безробітний,,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.15,0.05,not_defined
Чоловіча,,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",> 50 000,Інше,Я не голосував,Зовсім не цікавлюсь,0.60,-0.6,not_defined
Жіноча,1976,Інше,Повна вища освіта,Інше,3 000 - 6 000,Інше,Я не голосував,Трохи цікавлюсь,-0.18,-0.25,Kyiv
Чоловіча,1967,Неодружений/незаміжня,Повна вища освіта,На пенсії,3 000 - 6 000,Не маю релігійної приналежності,Народний Фронт,Трохи цікавлюсь,-0.10,-0.3,Kyiv
Чоловіча,1987,У шлюбі,Повна вища освіта,Інше,,Православ'я,Інша партія,Дуже цікавлюсь,-0.03,-0.28,Kyiv
Жіноча,1989,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",10 000 - 15 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,-0.30,-0.85,Kyiv
Жіноча,1995,Неодружений/незаміжня,Повна вища освіта,Інше,3 000 - 6 000,Іслам,Складно відповісти,Трохи цікавлюсь,0.05,-0.4,Kyiv
Чоловіча,,У розлученні,Повна вища освіта,Управлінський персонал,10 000 - 15 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.10,-0.2,Kyiv
Жіноча,1975,У розлученні,Повна вища освіта,"Бізнес, фінанси та управління",10 000 - 15 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.38,-0.4,Kyiv
Жіноча,1987,Неодружений/незаміжня,Повна вища освіта,Інше,10 000 - 15 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,-0.20,-0.53,Kyiv
Жіноча,1972,У шлюбі,Повна вища освіта,Управлінський персонал,,Не маю релігійної приналежності,Батьківщина,Цікавлюсь,0.03,-0.48,Kyiv
Чоловіча,1978,У шлюбі,Повна вища освіта,Безробітний,< 3 000,Не маю релігійної приналежності,Блок Петра Порошенка,Трохи цікавлюсь,0.03,-0.55,Kyiv
Чоловіча,1981,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",10 000 - 15 000,Православ'я,Я не голосував,Цікавлюсь,-0.38,-0.45,Kyiv
Жіноча,,Інше,Повна вища освіта,Безробітний,< 3 000,Не маю релігійної приналежності,Самопоміч,Трохи цікавлюсь,-0.10,-0.23,Kyiv
